gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,TenureBand,RevenueTier,CustomerLifetimeValue,RevenueRisk,RiskScore,RiskCategory,CustomerValue,RevenueBand
Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,No,0,49-72 Months,High,5030.349999999999,0.0,0,Low,High Value,High Revenue
Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,No,0,13-24 Months,High,1528.5,0.0,30,Low,Medium Value,Premium Revenue
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No,0,49-72 Months,High,5218.5,0.0,0,Low,High Value,High Revenue
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes,1,25-48 Months,High,3508.75,100.25,70,High,Medium Value,Premium Revenue
Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,No,0,0-12 Months,Medium,444.4,0.0,30,Low,Low Value,Medium Revenue
Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.25,1103.25,No,0,49-72 Months,Low,1155.0,0.0,0,Low,Medium Value,Low Revenue
Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,No,0,25-48 Months,Medium,2801.2000000000003,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,0,0-12 Months,Medium,713.9000000000001,0.0,30,Low,Low Value,Medium Revenue
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,1,49-72 Months,High,5616.8,100.3,30,Low,High Value,Premium Revenue
Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,No,0,25-48 Months,High,3103.7999999999997,0.0,70,High,Medium Value,Premium Revenue
Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,No,0,49-72 Months,High,4944.05,0.0,0,Low,High Value,High Revenue
Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,0,25-48 Months,High,3039.5499999999997,0.0,30,Low,Medium Value,Premium Revenue
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,No,0,0-12 Months,High,634.5,0.0,100,High,Low Value,High Revenue
Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,No,0,25-48 Months,High,3309.25,0.0,70,High,Medium Value,Premium Revenue
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,No,0,0-12 Months,Low,39.3,0.0,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes,1,0-12 Months,Low,228.0,19.0,70,High,Low Value,Low Revenue
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,1,0-12 Months,High,75.3,75.3,100,High,Low Value,High Revenue
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,1,0-12 Months,High,356.8,89.2,100,High,Low Value,High Revenue
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,No,0,0-12 Months,Low,19.0,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,61.7,No,0,0-12 Months,Low,60.0,0.0,70,High,Low Value,Low Revenue
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,1,0-12 Months,High,85.7,85.7,100,High,Low Value,High Revenue
Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,0,49-72 Months,Medium,3289.0,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,85.1,No,0,0-12 Months,Low,100.5,0.0,30,Low,Low Value,Low Revenue
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,No,0,49-72 Months,High,7138.8,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,No,0,49-72 Months,High,6418.400000000001,0.0,0,Low,High Value,Premium Revenue
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No,0,49-72 Months,High,8056.8,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1174.8,No,0,25-48 Months,Low,1145.3999999999999,0.0,0,Low,Medium Value,Low Revenue
Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,0,49-72 Months,High,5260.5,0.0,0,Low,High Value,High Revenue
Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,0,25-48 Months,High,2529.0,0.0,70,High,Medium Value,High Revenue
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,0,0-12 Months,Medium,45.6,0.0,70,High,Low Value,Medium Revenue
Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,1,0-12 Months,Medium,739.8,61.65,70,High,Low Value,Medium Revenue
Male,0,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,No,0,13-24 Months,Medium,877.6,0.0,0,Low,Low Value,Medium Revenue
Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No,0,0-12 Months,Medium,262.2,0.0,70,High,Low Value,Medium Revenue
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,No,0,49-72 Months,High,4607.849999999999,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,No,0,49-72 Months,Low,1326.0,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No,0,13-24 Months,High,1192.8,0.0,70,High,Medium Value,High Revenue
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,No,0,0-12 Months,Low,39.9,0.0,30,Low,Low Value,Low Revenue
Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,0,49-72 Months,High,4900.5,0.0,30,Low,High Value,High Revenue
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,0,25-48 Months,High,4997.900000000001,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,No,0,25-48 Months,High,3505.6,0.0,30,Low,Medium Value,Premium Revenue
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,No,0,49-72 Months,High,6238.8,0.0,0,Low,High Value,High Revenue
Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9,No,0,25-48 Months,High,3078.0,0.0,0,Low,Medium Value,High Revenue
Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,No,0,49-72 Months,Medium,2440.35,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,No,0,49-72 Months,High,8247.6,0.0,30,Low,High Value,Premium Revenue
Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,1,49-72 Months,High,6841.25,105.25,70,High,High Value,Premium Revenue
Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,1,0-12 Months,Low,269.55,29.95,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,1,0-12 Months,Medium,585.0,65.0,70,High,Low Value,Medium Revenue
Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1357.1,No,0,49-72 Months,Low,1356.3,0.0,0,Low,Medium Value,Low Revenue
Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,No,0,25-48 Months,High,4831.2,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,0,49-72 Months,Medium,3475.0,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,No,0,13-24 Months,Medium,732.75,0.0,40,Medium,Low Value,Medium Revenue
Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No,0,0-12 Months,Low,202.0,0.0,70,High,Low Value,Low Revenue
Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,0,49-72 Months,High,6788.099999999999,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,0,49-72 Months,High,4990.349999999999,0.0,70,High,High Value,High Revenue
Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,No,0,0-12 Months,High,549.85,0.0,100,High,Low Value,High Revenue
Male,1,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No,0,0-12 Months,Low,345.5,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,No,0,49-72 Months,High,5707.099999999999,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,No,0,25-48 Months,High,3402.0,0.0,30,Low,Medium Value,High Revenue
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,406.95,No,0,13-24 Months,Low,394.0,0.0,0,Low,Low Value,Low Revenue
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes,1,0-12 Months,Low,140.0,20.0,70,High,Low Value,Low Revenue
Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,2395.7,No,0,25-48 Months,High,2378.75,0.0,70,High,Medium Value,Premium Revenue
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,No,0,13-24 Months,High,1937.75,0.0,70,High,Medium Value,High Revenue
Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,No,0,49-72 Months,High,6903.599999999999,0.0,30,Low,High Value,Premium Revenue
Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,No,0,49-72 Months,High,8038.8,0.0,30,Low,High Value,Premium Revenue
Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes,1,49-72 Months,High,4412.45,90.05,70,High,High Value,Premium Revenue
Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Yes,1,25-48 Months,High,4762.25,110.75,70,High,High Value,Premium Revenue
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,No,0,25-48 Months,Medium,2530.0,0.0,40,Medium,Medium Value,Medium Revenue
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,6562.9,No,0,49-72 Months,High,6469.2,0.0,0,Low,High Value,High Revenue
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,176.3,No,0,0-12 Months,Low,203.5,0.0,30,Low,Low Value,Low Revenue
Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,No,0,25-48 Months,Medium,2182.0,0.0,0,Low,Medium Value,Medium Revenue
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,1,49-72 Months,High,6857.5,105.5,70,High,High Value,Premium Revenue
Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,No,0,25-48 Months,High,3082.9500000000003,0.0,30,Low,Medium Value,Premium Revenue
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4911.35,No,0,49-72 Months,High,4821.200000000001,0.0,0,Low,High Value,High Revenue
Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes,1,49-72 Months,High,5854.8,104.55,30,Low,High Value,Premium Revenue
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,Yes,1,0-12 Months,High,852.5,85.25,100,High,Low Value,High Revenue
Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,No,0,49-72 Months,Low,1727.1999999999998,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,Yes,1,25-48 Months,Medium,2414.45,56.15,40,Medium,Medium Value,Medium Revenue
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,1,0-12 Months,High,89.55,89.55,100,High,Low Value,High Revenue
Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,No,0,49-72 Months,High,4402.65,0.0,30,Low,High Value,High Revenue
Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.25,394.85,No,0,13-24 Months,Low,378.75,0.0,40,Medium,Low Value,Low Revenue
Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes,1,13-24 Months,High,1891.0,94.55,70,High,Medium Value,Premium Revenue
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,1,0-12 Months,Medium,45.7,45.7,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.65,3442.15,No,0,49-72 Months,Medium,3482.5000000000005,0.0,0,Low,Medium Value,Medium Revenue
Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,Yes,1,0-12 Months,High,179.0,89.5,100,High,Low Value,High Revenue
Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6,No,0,13-24 Months,Medium,1680.0,0.0,70,High,Medium Value,Medium Revenue
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,1,0-12 Months,Medium,208.64999999999998,69.55,100,High,Low Value,Medium Revenue
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,Yes,1,0-12 Months,High,74.6,74.6,100,High,Low Value,High Revenue
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,No,0,25-48 Months,Low,703.5,0.0,0,Low,Low Value,Low Revenue
Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.8,475.25,No,0,13-24 Months,Low,421.6,0.0,40,Medium,Low Value,Low Revenue
Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,Yes,1,0-12 Months,Low,157.2,19.65,70,High,Low Value,Low Revenue
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,No,0,0-12 Months,High,951.0,0.0,100,High,Medium Value,Premium Revenue
Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,No,0,49-72 Months,High,6041.799999999999,0.0,0,Low,High Value,High Revenue
Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,No,0,25-48 Months,High,3546.0,0.0,0,Low,Medium Value,High Revenue
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,Yes,1,0-12 Months,Low,39.7,19.85,30,Low,Low Value,Low Revenue
Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,No,0,25-48 Months,Low,752.95,0.0,40,Medium,Low Value,Low Revenue
Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes,1,0-12 Months,Low,97.0,24.25,70,High,Low Value,Low Revenue
Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,No,0,0-12 Months,Medium,452.5,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,0,0-12 Months,Low,20.05,0.0,70,High,Low Value,Low Revenue
Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,No,0,49-72 Months,Medium,4520.75,0.0,0,Low,High Value,Medium Revenue
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,No,0,49-72 Months,Low,1111.5,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,No,0,0-12 Months,High,224.25,0.0,100,High,Low Value,High Revenue
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,Yes,1,0-12 Months,Medium,139.3,69.65,100,High,Low Value,Medium Revenue
Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,No,0,49-72 Months,Low,1479.8,0.0,40,Medium,Medium Value,Low Revenue
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes,1,0-12 Months,Medium,182.6,45.65,70,High,Low Value,Medium Revenue
Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No,0,49-72 Months,Medium,4046.0,0.0,0,Low,High Value,Medium Revenue
Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,No,0,49-72 Months,Low,1052.0500000000002,0.0,0,Low,Medium Value,Low Revenue
Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,No,0,49-72 Months,Low,1354.15,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes,1,0-12 Months,High,75.05,75.05,100,High,Low Value,High Revenue
Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No,0,13-24 Months,Low,546.7,0.0,40,Medium,Low Value,Low Revenue
Male,1,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes,1,49-72 Months,Medium,2555.7999999999997,49.15,40,Medium,Medium Value,Medium Revenue
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,No,0,49-72 Months,High,7172.75,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,No,0,25-48 Months,Low,1178.4,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,Yes,1,0-12 Months,Low,69.4,34.7,70,High,Low Value,Low Revenue
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,No,0,0-12 Months,High,323.85,0.0,100,High,Low Value,Premium Revenue
Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,No,0,25-48 Months,High,3663.0000000000005,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes,1,0-12 Months,High,80.0,80.0,100,High,Low Value,High Revenue
Female,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,No,0,49-72 Months,High,4501.8,0.0,0,Low,High Value,High Revenue
Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,No,0,0-12 Months,Medium,193.20000000000002,0.0,70,High,Low Value,Medium Revenue
Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,No,0,25-48 Months,High,4150.0,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,No,0,0-12 Months,High,71.1,0.0,100,High,Low Value,High Revenue
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,0-12 Months,Medium,49.9,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,No,0,49-72 Months,Low,1254.6000000000001,0.0,0,Low,Medium Value,Low Revenue
Male,1,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,Yes,1,0-12 Months,Medium,98.5,49.25,70,High,Low Value,Medium Revenue
Male,0,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,No,0,49-72 Months,Low,1565.2,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,No,0,49-72 Months,High,4253.400000000001,0.0,70,High,High Value,High Revenue
